StudyID,NodeID,Description,LOPATarget,LOPATargetDiscussion,Status,CreatedDate,CreatedBy,FrequencyEstimation,ApproxLatitude,ApproxLongitude,StudyForInhalation,StudyForFire,ReliefCalculation,StoragePressure,StorageTemperature,ExitPressure,ExitTemperature,ReliefRate,CatastrophicRelease,DischargeDiameter,ReleaseElevation,ReleaseOrientation,RelievingPhase,MaximumVolume,MolarComposition,Basis,MaximumMass,AvailablePoolArea,IndoorRelease,LOPAID,CapitalProject,ProcessingLog,DistNonProcPlantPop,ProcAreaPopDensity,Site,IncludeDiagnostics,PersonnelAtReleaseElevation,WeatherCondition,NightProcAreaPopDensity,ProductionRoomVol,ProductionRoomACH,ProductionRoomVentDiameter,ProductionRoomVentOrientation,ProductionRoomVentElevation
4526,1243,"TTID 2692; LOPA 1119146947, 1119146958.
Scen1: Nosturin taakka putoaa hydrolyysireaktorin 4200 tai sen syöttöputkistojen päälle -> 4200 hajoaa (CR).

Rev A 11.9.2024 Ensimmäinen versio.",,"Composition per HMB. Inventory from vessel volume.

Nosturin taakka putoaa hydrolyysireaktorin 4200 tai sen syöttöputkistojen päälle
1. Laite- tai putkistorikko
2. Suuri vuoto
3. Myrkyllisyysvaikutus
4. Henkilövahinko
1. Laite- tai putkistorikko
2. Suuri vuoto
3. Myrkyllisyysvaikutus
4. Henkilövahinko",0,2025-04-25 07:28:41.073,u330435,0.0,65.035212,25.521848,True,True,False,145.0,121.0,145.0,51.0,38569.0,True,1.0,1.0,0,0,,False,Mass,9200.0,95.0,False,"1119146947, 1119146958",,,323.0,2.3,,False,False,both,0.3,,,,,
4527,1246,"Esimerkki HAZOPiin. Keskikokoinen metanolivuoto DN25, T 20 C , P Hydr",,,0,2025-04-25 07:28:41.307,u330435,,65.035828,25.52283,True,True,False,17.0,20.0,,,,False,1.0,1.0,0,0,80.0,False,Volume,,120.0,False,,,,385.0,0.6,,False,False,both,0.1,,,,,
4528,1247,"TTID 1525; LOPA 1117696386, 1118787026.
Scen1: VAMU-32/31/30/29/28/155/150) auki kolonnin 4400 alaosassa -> vuoto.

Rev A 21.2.2024 Ensimmäinen versio.
Rev B 22.7.2024 Offsite ja occupancy päivitetty.",,"Composition per HMB.

4400 kolonnissa oleva natsa VAMU-32/31/30/29/28 tai LG-4401 pinnanmittausyhteen tyhjennys (VAMU-155/150) auki kolonnin alaosassa
1. 4400 kolonnin nestettä ympäristöön
2. Myrkyllisyysvaikutus, tulipalo
3. Henkilövahinko",0,2025-04-25 07:28:42.660,u330435,,65.035115,25.52198,True,True,False,5.8,108.0,,,,False,3.0,11.0,0,0,,False,Mass,3571.0,,False,"1117696386, 1118787026",,,309.0,2.3,Ghent North,False,False,both,0.3,,,,,
4529,1247,"TTID 1548; LOPA 1117696415, 1117708154, 1118787215, 1118787219, 1118787243, 1118836815, 1118836814, 1118836813, 1118872699, 1118872698.
Scen1: LC-4400 pinnansäätöpiiri näyttää liikaa -> 4441/4442 kuivakäynti -> vuoto 2-kolonnista.
Scen2: TC-4400 näyttää liian vähän -> 4441/4442 kuivakäynti -> vuoto 2-kolonnista.
Scen3: 4441/4442 pumpun taajuusmuuttajan vika, pumput täysillä -> vuoto 2-kolonnista.
Scen4: Käsiventtiili kiinni pumpun 4761/4762 imulinjassa -> vuoto 2-kolonnista.

Rev A 22.2.2024 Ensimmäinen versio.
Rev B 23.7.2024 Offsite ja occupancy päivitetty
Rev C 1.8.2024 LOPA-numeroita lisätty.",,"P=hydrostatic from 4700. Shaft 1.875"".

LC-4400 pinnansäätöpiirin vika, näyttää liikaa
1. 4441/4442 pumput pumppaavat 4400 kolonnin sumpun tyhjäksi
2. 4441/4442 pumppu käy kuivana
3. Pumppurikko
4. Vuoto 2-kolonnista 4700 pumppuhuoneeseen
5. Myrkyllisyysvaikutus pumppuhuoneessa
6. Henkilövahinko

TC-4400 vika, näyttää liian vähän
1. 4400 kolonnin TV-4400 avautuu ja välioton FV-4605 avautuu
2. Kolonnin yläpään koostumus alkaa lähestyä syötön koostumusta
3. Pinta laskee kolonnin sumpussa
4. 4441/4442 pumppu käy kuivana
5. Pumppurikko
6. Vuoto 2-kolonnista 4700 pumppuhuoneeseen
7. Myrkyllisyysvaikutus pumppuhuoneessa
8. Henkilövahinko (on-site)

4441/4442 pumpun taajuusmuuttajan vika, pumput täysillä
1. 4441/4442 pumput pumppaavat 4400 kolonnin sumpun tyhjäksi
2. 4441/4442 pumppu käy kuivana
3. Pumppurikko
4. Vuoto 2-kolonnista 4700 pumppuhuoneeseen
5. Myrkyllisyysvaikutus pumppuhuoneessa
6. Henkilövahinko (on-site)

VVMU-15/VVMU-21 käsiventtiili kiinni pumpun 4761/4762 imulinjassa
1. Pumppu 4761/4762 käy kuivana
2. Pumpun tiivisterikko
3. Vuoto ulos
4. Myrkyllisyysvaikutus
5. Henkilövahinko
",0,2025-04-25 07:28:52.463,u330435,,65.035204,25.522048,True,True,False,75.4,112.0,,,,False,0.27,1.0,0,0,,False,Mass,100.0,300.0,False,"1117696415, 1117708154, 1118787215, 1118787219, 1118787243...",,,317.0,2.3,,False,False,both,0.3,,,,,
4530,1246,"Esimerkki HAZOPiin. Keskikokoinen metanolivuoto DN25, T 80 C, P hydr",,,0,2025-04-25 07:28:56.730,u330435,,65.035828,25.52283,True,True,False,17.0,80.0,,,,False,1.0,1.0,0,0,80.0,False,Volume,,120.0,False,,,,385.0,0.6,,False,False,both,0.1,,,,,
4531,1247,"TTID 1549; LOPA 1117696414, 1117708153, 1118787255, 1118836813, 1118836812, 1118847905, 1118847904, 1118847923, 1118847922, 1118864552, 1118864557, 111886571, 111886570, 1119155521.
Scen1: LC-4400 pinnansäätöpiiri näyttää liikaa -> 4441/4442 kuivakäynti -> vuoto 1-kolonnista
Scen2: 4441/4442 pumpun taajuusmuuttajan vika, pumput täysillä -> vuoto 1-kolonnista.
Scen3: MH2-tehtaan laajuinen hätäseis / Instrumentti-ilma katko MH2-tehtaalla -> vuoto 1-kolonnista.

Rev A 22.2.2024 Ensimmäinen versio.
Rev B 23.7.2024 Offsite ja occupancy päivitetty
Rev C 1.8.2024 LOPA-numeroita lisätty.",,"P=4400 operating pressure. Shaft 1.875"".

LC-4400 pinnansäätöpiirin vika, näyttää liikaa
1. 4441/4442 pumput pumppaavat 4400 kolonnin sumpun tyhjäksi
2. 4441/4442 pumppu käy kuivana
3. Pumppurikko
4. Vuoto 1-kolonnista 4400 pumppuhuoneeseen
5. Myrkyllisyysvaikutus pumppuhuoneessa
6. Henkilövahinko

4441/4442 pumpun taajuusmuuttajan vika, pumput täysillä
1. 4441/4442 pumput pumppaavat 4400 kolonnin sumpun tyhjäksi
2. 4441/4442 pumppu käy kuivana
3. Pumppurikko
4. Vuoto 1-kolonnista 4700 pumppuhuoneeseen
5. Myrkyllisyysvaikutus pumppuhuoneessa
6. Henkilövahinko (on-site)

MH2-tehtaan laajuinen hätäseis / Instrumentti-ilma katko MH2-tehtaalla
1. LV-4400 ja FV-4700 turvasuuntaansa kiinni ja PV-4700 turvasuuntaansa auki
2. Mikäli pumput 4441/4442 eivät pysähdy, ne pumppaavat suljettua venttiiliä vasten
3. Pumppurikko
4. Vuoto ulos, kolonni 4400 tyhjenee MH2:n pumppuhuoneeseen
5. Myrkyllisyysvaikutus
6. Henkilövahinko",0,2025-04-25 07:28:57.147,u330435,,65.035204,25.522048,True,True,False,5.8,108.0,,,,False,0.27,1.0,0,0,,False,Mass,100000.0,300.0,False,"1117696414, 1117708153, 1118787255, 1118836813, 1118836812",,,317.0,2.3,,False,False,both,0.3,,,,,
4532,1247,"TTID 1550; LOPA 1117696415, 1117708154, 1118787215, 1118787219, 1118787243.
Scen1: LC-4400 pinnansäätöpiiri näyttää liikaa -> 4441/4442 kuivakäynti -> kaasuvuoto 2-kolonnista.
Scen2: TC-4400 näyttää liian vähän -> 4441/4442 kuivakäynti -> vuoto 2-kolonnista.

Rev A 22.2.2024 Ensimmäinen versio.
Rev B 23.7.2024 Offsite ja occupancy päivitetty
Rev C 31.7.2024 LOPA-numeroita lisätty.",,"P=4700 operating pressure. Shaft 1.875"".

LC-4400 pinnansäätöpiirin vika, näyttää liikaa
1. 4441/4442 pumput pumppaavat 4400 kolonnin sumpun tyhjäksi
2. 4441/4442 pumppu käy kuivana
3. Pumppurikko
4. Vuoto 2-kolonnista 4700 pumppuhuoneeseen
5. Myrkyllisyysvaikutus pumppuhuoneessa
6. Henkilövahinko",0,2025-04-25 07:29:02.460,u330435,,65.035204,25.522048,True,True,False,29.0,137.0,,,,False,0.27,1.0,0,0,,False,Mass,100000.0,300.0,False,"1117696415, 1117708154, 1118787215, 1118787219, 1118787243.",,,317.0,2.3,,False,False,both,0.3,,,,,
4533,1246,"Esimerkki HAZOPiin. Pienimetanolivuoto DN5, T 20 C, P hydr ",,,0,2025-04-25 07:29:03.213,u330435,,65.035828,25.52283,True,True,False,17.0,20.0,,,,False,0.2,1.0,0,0,80.0,False,Volume,,120.0,False,,,,385.0,0.6,,False,False,both,0.1,,,,,
4534,1246,"Esimerkki HAZOPiin. Pieni metanolivuoto DN5, T 80 C, P hydr",,,0,2025-04-25 07:29:05.643,u330435,,65.035828,25.52283,True,True,False,17.0,80.0,,,,False,0.2,1.0,0,0,80.0,False,Volume,,120.0,False,,,,385.0,0.6,,False,False,both,0.1,,,,,
4535,1247,"TTID 1551; LOPA 1117696459, 1117926634, 1117765001, 1117778281, 1117778277, 1117778279, 1117778270, 1117913760, 1117913759, 1117926633, 1118124729, 1118124728, 1118784923, 1118784935, 1118787272, 1118787364, 1118836564, 1118836563, 1118836580, 1118836594, 1118836608, 1118839070, 1118872447, 1118872446, 1119147068.
Scen1: LC-4400 näyttää liian vähän -> Kolonnin 4400 tukirakenteet antavat periksi, kolonni rikkoutuu (CR).
Scen2: LC-4415 näyttää liikaa -> Kolonnin 4400 tukirakenteet antavat periksi, kolonni rikkoutuu (CR).
Scen3: TC-4400 kiinni -> Kolonnin 4400 tukirakenteet antavat periksi, kolonni rikkoutuu (CR).
Scen4: LC-4400 kiinni -> Kolonnin 4400 tukirakenteet antavat periksi, kolonni rikkoutuu (CR).
Scen5: 4441/4442 pumppuvika -> Kolonnin 4400 tukirakenteet antavat periksi, kolonni rikkoutuu (CR).
Scen6: 4441/4442 tamuvika -> Kolonnin 4400 tukirakenteet antavat periksi, kolonni rikkoutuu (CR).
Scen7: PC-4700 näyttää liikaa -> höyryhäiriö 4400 -> Kolonnin 4400 tukirakenteet antavat periksi, kolonni rikkoutuu (CR).
Scen8: LV-4410 kiinni -> höyryhäiriö 4400 -> Kolonnin 4400 tukirakenteet antavat periksi, kolonni rikkoutuu (CR).
Scen9: LC-4415 näyttää liikaa -> Kolonnin 4400 tukirakenteet antavat periksi, kolonni rikkoutuu (CR).
Scen10: 5041/5042 pumppuvika -> Kolonnin 4400 tukirakenteet antavat periksi, kolonni rikkoutuu (CR).

Rev A 22.2.2024 Ensimmäinen versio.
Rev B 31.5.2024 Offsite ja occupancy päivitetty.
Rev C 31.7.2024 Uudet occupancy-luvut. Lisätty uusia LOPA-numeroita.",,"T=Bottom temp. Mass based on column volume.

LC-4400 vika, näyttää liian vähän
1. Pinta kolonnissa 4400 nousee
2. Kolonni täyttyy muurahaishapolla
3. Kolonnin tukirakenteiden kestosta tai kunnosta ei ole varmuutta
4. Kolonnin tukirakenteet voivat antaa periksi ja kolonni rikkoutuu
5. Vuoto
6. Myrkyllisyysvaikutus
7. Henkilövahinko

LC-4415 vika, näyttää liikaa
1. Tisleen pumppaus sekoitussäiliöön 4150 lisääntyy
2. Tislesäiliössä 4415 pinta laskee
2. Kolonniin 4700 ei tule palautusta ja pinta alkaa laskea
3. Kolonni 4700 tyhjenee ja kiehutus loppuu
4. Höyryhäiriö 1-kolonniin 4400
5. Pinta kolonnissa 4400 nousee
6. Kolonnin ylitäyttö/tulviminen
7. Kolonnin tukirakenteiden kestosta tai kunnosta ei ole varmuutta
8. Kolonnin tukirakenteet voivat antaa periksi ja kolonni rikkoutuu
9. Vuoto
10. Myrkyllisyysvaikutus
11. Henkilövahinko

TC-4400 säätöpiirin vika, TC-4400 kiinni
1. Pinta kolonnissa 4400 nousee
2. Kolonnin ylitäyttö/tulviminen
3. Kolonnin tukirakenteiden kestosta tai kunnosta ei ole varmuutta
4. Kolonnin tukirakenteet voivat antaa periksi ja kolonni rikkoutuu
5. Vuoto
6. Myrkyllisyysvaikutus
7. Henkilövahinko

LC-4400 säätöpiirin vika, LV-4400 venttiili kiinni
1. Pinta kolonnissa 4400 nousee
2. Kolonni täyttyy muurahaishapolla
3. Kolonnin tukirakenteiden kestosta tai kunnosta ei ole varmuutta
4. Kolonnin tukirakenteet voivat antaa periksi ja kolonni rikkoutuu
5. Vuoto
6. Myrkyllisyysvaikutus
7. Henkilövahinko

4441/4442 pumppuvika
1. Pinta kolonnissa 4400 nousee
2. Kolonni täyttyy muurahaishapolla
3. Kolonnin tukirakenteiden kestosta tai kunnosta ei ole varmuutta
4. Kolonnin tukirakenteet voivat antaa periksi ja kolonni rikkoutuu
5. Vuoto
6. Myrkyllisyysvaikutus
7. Henkilövahinko

4441/4442 pumpun taajuusmuuttajan vika
1. Pinta kolonnissa 4400 nousee
2. Kolonni täyttyy muurahaishapolla
3. Kolonnin tukirakenteiden kestosta tai kunnosta ei ole varmuutta
4. Kolonnin tukirakenteet voivat antaa periksi ja kolonni rikkoutuu
5. Vuoto
6. Myrkyllisyysvaikutus
7. Henkilövahinko

PC-4700 säätöpiirin vika, näyttää liikaa
1. 4700 kolonnin paineensäätäjä PV-4700 aukeaa
2. Kolonnin 4700 paine laskee
3. 4400 1-happokolonnin kiehutus ei toimi (höyryhäiriö)
4. Kolonnissa 4400 ei tapahdu erotusta
5. Kolonnissa 4400 olevat fluidit valuvat sumppuun
6. Pinta kolonnissa 4400 nousee
7. Kolonni täyttyy prosessiliuoksella
3. Kolonnin tukirakenteiden kestosta tai kunnosta ei ole varmuutta
4. Kolonnin tukirakenteet voivat antaa periksi ja kolonni rikkoutuu
5. Vuoto
6. Myrkyllisyysvaikutus
7. Henkilövahinko

LC-4410 säätöpiirin vika, venttiili LV-4410 kiinni
1. Höyryhäiriö 1-kolonniin 4400
1. Pinta kolonnissa 4400 nousee
2. Kolonnin ylitäyttö/tulviminen
3. Kolonnin tukirakenteiden kestosta tai kunnosta ei ole varmuutta
4. Kolonnin tukirakenteet voivat antaa periksi ja kolonni rikkoutuu
5. Vuoto
6. Myrkyllisyysvaikutus
7. Henkilövahinko

LC-4415 säätöpiirin vika, näyttää liikaa
1. Tisleen pumppaus sekoitussäiliöön 4150 lisääntyy
2. Tislesäiliössä 4415 pinta laskee
2. Kolonniin 4700 ei tule palautusta ja pinta alkaa laskea
3. Kolonni 4700 tyhjenee ja kiehutus loppuu
4. Höyryhäiriö 1-kolonniin 4400
5. Pinta kolonnissa 4400 nousee
6. Kolonnin ylitäyttö/tulviminen
7. Kolonnin tukirakenteiden kestosta tai kunnosta ei ole varmuutta
8. Kolonnin tukirakenteet voivat antaa periksi ja kolonni rikkoutuu
9. Vuoto
10. Tulipalo onsite
11. Henkilövahinko

5041/5042 pumppuvika
1. Pinta laskee kolonnissa 4700
2. Höyryhäiriö kolonnissa 4700
3. Höyryhäiriö 1-kolonniin 4400
4. Pinta kolonnissa 4400 nousee
5. Kolonnin ylitäyttö/tulviminen
6. Kolonnin tukirakenteiden kestosta tai kunnosta ei ole varmuutta
7. Kolonnin tukirakenteet voivat antaa periksi ja kolonni rikkoutuu
8. Vuoto
9. Myrkyllisyysvaikutus
10. Henkilövahinko",0,2025-04-25 07:29:05.787,u330435,,65.035204,25.522048,True,True,False,5.8,108.0,,,,True,0.27,6.0,0,0,,False,Mass,51000.0,,False,"1117696459, 1117926634, 1117765001, 1117778281, 1117778277...",,,314.0,2.3,,False,False,both,0.3,,,,,
4536,1247,"TTID 2336; LOPA 1117696418, 1117696417, 1117765004, 1117765003, 1117600299, 1118413263, 1118787047, 1118787046, 1118787168, 1118787170, 1118787186,1118787198, 1118787419, 1118787429, 1118787437, 1118787440, 1119064192, 1119064218, 1119064217, 1119146973, 1119146978, 1119147012, 1119147044, 1119147063, 1119147081.
Scen1: PC-4400 kiinni -> lauhdutushäiriö, kolonnin 4400 laippavuoto.
Scen2: TC-4400 kiinni -> lauhdutushäiriö, kolonnin 4400 laippavuoto.
Scen3: PV-4403 kiinni -> lauhdutushäiriö, kolonnin 4400 laippavuoto.
Scen4: FC-4605 kiinni -> lauhdutushäiriö, kolonnin 4400 laippavuoto.
Scen5: Typpiventtiili auki -> lauhdutushäiriö, kolonnin 4400 laippavuoto.
Scen6: Käsiventtiili kiinni syöttölinjassa 5400 -> 5400 laippavuoto.
Scen7: H10-13026/-13027 käsiventtiili kiinni syöttölinjassa 4400/5400:lta ->  4400/5400 laippavuoto.
Scen8: Käsiventtiilit ovat PFA-vuorattuja. PFA-vuorauksen rikkoutuminen -> vuoto.

Rev A 22.7.2024 Ensimmäinen versio.
Rev B 31.7.2024 Lisätty LOPA-numeroita. Muutettu paine 135 C:n mukaisesti 5.5 -> 6.9 barg.",,"Bottom flow & composition. Temp from heating medium. Feed vapor pressure 6.9 barg. Consequence dropped from catastrophic release to a leak.

PC-4400 vika, näyttää liian vähän
1. PV-4400 menee kiinni lauhduttimen 4420 kiertovesilinjassa
2. 4400 kolonnissa paine nousee
3. Lauhdutushäiriö, kolonnissa paine voi nousta yli 1,3-kertaisesti suunnitteluarvon (vaikka kolonnin kiehutus loppuu, syötön höyrynpaine 6.9 barg)
4. Laippavuoto
5. Myrkyllisyysvaikutus, tulipalo
6. Henkilövahinko

TC-4400 vika, näyttää liikaa
1. 4400 kolonnin TV-4400 sulkeutuu ja kolonni ajautuu täydelle palautukselle ja kolonnin paine nousee, koska MF-pitoisuus kolonnin yläpäässä lisääntyy
2. Suunnittelupaine voi ylittyä yli 1,3-kertaisesti suunnitteluarvon (vaikka kolonnin kiehutus loppuu, syötön höyrynpaine 6.9 barg)
3. Laippavuoto
4. Myrkyllisyysvaikutus
5. Henkilövahinko

PC-4403 säätöpiirin vika, PV-4403 kiinni
1. DME ja häkä (inertit kaasut) eivät pääse poistumaan paineensäädön kautta soihtuun
2. Lauhdutushäiriö, kolonnissa paine voi nousta yli 1,3-kertaisesti suunnitteluarvon (vaikka kolonnin kiehutus loppuu, syötön höyrynpaine 6.9 barg)
3. Laippavuoto
4. Myrkyllisyysvaikutus
5. Henkilövahinko

PC-4403 säätöpiirin vika, PV-4400 kiinni
1. Lauhdutushäiriö, kolonnissa paine voi nousta yli 1,3-kertaisesti suunnitteluarvon (vaikka kolonnin kiehutus loppuu, syötön höyrynpaine 6.9 barg)
2. Laippavuoto
3. Myrkyllisyysvaikutus
4. Henkilövahinko

FC-4605 virtaussäätöpiirin vika, venttiili kiinni
1. Paine nousee kolonnissa 4400
2. Paine kolonnissa voi nousta yli 1,3-kertaisesti suunnitteluarvon (vaikka kolonnin kiehutus loppuu, syötön höyrynpaine 6.9 barg)
3. Laippavuoto MH2:sen 1-kolonnin sumpusta
4. Happovuoto prosessialueelle
5. Myrkyllisyysvaikutus

VKTM-43 auki normaalioperoinnin aikana
1. 4 barin typpeä kolonniin 4400
2. Lauhdutushäiriö, kolonnissa paine voi nousta yli 1,3-kertaisesti suunnitteluarvon (vaikka kolonnin kiehutus loppuu, syötön höyrynpaine 6.9 barg)
3. 4400 kolonni hajoaa
4. Myrkyllisyysvaikutus
5. Henkilövahinko

H10-13027 käsiventtiili kiinni syöttölinjassa 5400:lta 
1. Paine nousee kolonnissa 5400
2. Paine kolonnissa voi nousta yli 1,3 kertaa yli kolonnin suunnittelupaineen
3. Laippavuoto MH3:sen 1-kolonnin sumpusta
4. Happovuoto prosessialueelle
5. Myrkyllisyysvaikutus (typpitie CRT, on-site SER POE-2, ohjaamo ja matala MOD)

H10-13026/-13027 käsiventtiili kiinni syöttölinjassa 4400/5400:lta
1. Paine nousee kolonnissa 4400/5400
2. Paine kolonnissa voi nousta yli 1,3 kertaa yli kolonnin suunnittelupaineen
3. Laippavuoto MH2:sen 1-kolonnin sumpusta
4. Happovuoto prosessialueelle
5. Myrkyllisyysvaikutus

Käsiventtiilit ovat PFA-vuorattuja. PFA-vuorauksen rikkoutuminen
1. Pieni vuoto
2. Mikäli pieneen vuotoon ei puututa, syöpymä laajenee ajan kanssa ja tulee keskikokoinen vuoto
3. Myrkyllisyysvaikutus
4. Henkilövahinko",0,2025-04-25 07:29:07.950,u330435,,65.035115,25.52198,True,True,False,100.0,135.0,,,,False,1.0,8.0,0,0,,False,Mass,8830.0,,False,"1117696418, 1117696417, 1117765004, 1117765003, 1117600299...",,,309.0,2.3,Ghent North,False,False,both,0.3,,,,,
4537,1247,"TTID 2337; LOPA 1117696416, 1117778269, 1118538191, 1118787208, 1118839079.
Scen1: FV-4605 avautuu -> happoa kolonniin 4600 -> vuoto.
Scen2: 4400 ylitäyttö -> happoa kolonniin 4600 -> vuoto.
Scen3: 4400 kolonnin välipohjassa tukkeumia -> vuoto.

Rev A 22.7.2024 Ensimmäinen versio.
Rev B 23.7.2024 Lisätty LOPA-numeroita.",,"Max. FA composition in 4600 bottom when MF is distilled to the top and 10tn/hr 4400 feed enters 4600.

TC-4400 vika, näyttää liian vähän
1. 4400 kolonnin TV-4400 avautuu ja välioton FV-4605 avautuu
2. Kolonnin yläpään koostumus alkaa lähestyä syötön koostumusta
2. Erottamatonta happopitoista nestettä välioton kautta palautuskolonniin 4600
3. 4600 kolonnin pohja syöpyy, koska se on hiiliterästä
4. Vuoto
5. Myrkyllisyysvaikutus, tulipalo
6. Henkilövahinko

PC-4700 säätöpiirin vika, näyttää liikaa
1. 4700 kolonnin paineensäätäjä PV-4700 aukeaa
2. Kolonnin 4700 paine laskee
3. 4400 1-happokolonnin kiehutus ei toimi (höyryhäiriö)
4. Kolonnissa 4400 ei tapahdu erotusta
5. Kolonnissa 4400 olevat fluidit valuvat sumppuun
6. Pinta kolonnissa 4400 nousee
7. Kolonni täyttyy ja prosessiliuos alkaa valua väliotto- ja tislelinjojen kautta kolonniin 4600 ja säiliöön 2710 (ei riskiä 2710 säiliössä)
2. Erottamatonta happopitoista nestettä välioton kautta palautuskolonniin 4600
3. 4600 kolonnin pohja syöpyy, koska se on hiiliterästä
4. Vuoto
5. Myrkyllisyysvaikutus, tulipalo
6. Henkilövahinko

4400 kolonnin välipohjassa tukkeumia
1. Mikäli tukos 4400 kolonnissa on syöttölinjan alapuolella, alkaa pinta tukoksen yläpuolella kasvaa
2. Erottamatonta happopitoista nestettä välioton kautta palautuskolonniin 4600
3. 4600 kolonnin pohja syöpyy, koska se on hiiliterästä
4. Vuoto
5. Myrkyllisyysvaikutus
6. Henkilövahinko",0,2025-04-25 07:29:09.033,u330435,,65.035115,25.52198,True,True,False,17.4,88.0,,,,False,1.0,5.0,0,0,,False,Mass,21600.0,160.0,False,"1117696416, 1117778269, 1118538191, 1118787208",,,326.0,2.3,Ghent North,False,False,both,0.3,,,,,
4538,1246,"Esimerkki HAZOPiin. Iso metanolivuoto DN50, T 80 C, P 2,5 barg",,,0,2025-04-25 07:29:09.980,u330435,,65.035828,25.52283,True,True,False,36.0,80.0,,,,False,2.0,1.0,0,0,80.0,False,Volume,,120.0,False,,,,385.0,1.0,,False,False,both,0.5,,,,,
4539,1247,"TTID 2395; LOPA 1118787056, 1118787055, 1118787111, 1118787110, 1118787109.
Scen1: Siemenhapon syöttölinjaus auki normaalioperoinnin aikana -> Kolonnin 4400 tukirakenteet antavat periksi, kolonni rikkoutuu (CR).

Rev A 31.7.2024 Ensimmäinen versio.",,"Comp. 10 % feed, 90 % acid (MH83%).

Siemenhapon syöttölinjaus (VAMU-114 käsiventtiili) auki normaalioperoinnin aikana
1. Pinta kolonnissa 4400 nousee
2. Kolonni täyttyy muurahaishapolla
3. Kolonnin tukirakenteiden kestosta tai kunnosta ei ole varmuutta
4. Kolonnin tukirakenteet voivat antaa periksi ja kolonni rikkoutuu
5. Vuoto
6. Myrkyllisyysvaikutus, tulipalo
7. Henkilövahinko
",0,2025-04-25 07:29:10.550,u330435,,65.035204,25.522048,True,True,False,5.8,108.0,,,,True,0.27,6.0,0,0,,False,Mass,51000.0,,False,"1118787056, 1118787055, 1118787111, 1118787110, 1118787109",,,314.0,2.3,,False,False,both,0.3,,,,,
4540,1247,"TTID 2396; LOPA 1118787084, 1118787152.
Scen1: 4400 kolonni, 4410 kiehutin ja 4420 lauhdutin jäähtyvät pysäytyksessä -> vuoto.

Rev A 29.7.2024 Ensimmäinen versio.",,"Full sump, feed comp. Temp. from HYSYS, bubble point at 50 kPa. Pressure from 1019604_Formic Acid 2 - Column 1 explosion 20240718.msg.

4400 kolonni, 4410 kiehutin ja 4420 lauhdutin jäähtyvät pysäytyksessä
1. Lauhtuvat nesteet voivat aiheuttaa alipaineen laitteisiin
2. 4410 kiehutin ja 4420 lauhdutin voivat lommahtaa
3. Laiterikko
4. 4410 kiehuttimen tai 4420 lauhduttimen vauriokohdan kautta kolonniin voi päätyä ilmaa
5. Räjähdysvaarallinen kaasuseos kolonnissa 4400
6. Jos kaasuseos syttyy, räjähdys (suunnittelupaine ei ylity -> vuoto).
7. Henkilövahinko
",0,2025-04-25 07:29:11.167,u330435,,65.035115,25.52198,True,True,False,50.0,41.0,,,,False,1.0,7.0,0,0,,False,Mass,3100.0,,False,"1118787084, 1118787152",,,309.0,2.3,Ghent North,False,False,both,0.3,,,,,
